name,SMILES,MW,MW_MCS,NR,NR_MCS,HD,HD_MCS,HA,HA_MCS,FC,FC_MCS,LogP,LogP_MCS,name
DECOYS15,c1c([C@H]2Nc(c3[C@H]([C@@H]24)C=CC4)ccc(C(N)=O)c3)ccc(Cl)c1,324.811,0.346291082,2,0.133333333,2,0.4,2,0,0,1,4.2654,0.764041875,DECOYS
DECOYS16,c1c([C@@H]2Nc(c3[C@H]([C@H]24)C=CC4)ccc(C(N)=O)c3)ccc(Cl)c1,324.811,0.346291082,2,0.133333333,2,0.4,2,0,0,1,4.2654,0.764041875,DECOYS
DECOYS17,c1c([C@@H]2Nc(c3[C@H]([C@@H]24)C=CC4)ccc(C(N)=O)c3)ccc(Cl)c1,324.811,0.346291082,2,0.133333333,2,0.4,2,0,0,1,4.2654,0.764041875,DECOYS
DECOYS18,c1cc2c(c([C@@H]3NC(=O)c(c4N3)cc(Cl)cc4)ccc2)cc1,308.768,0.30438519,1,0.066666667,2,0.4,2,0,0,1,4.3473,0.776467911,DECOYS
DECOYS19,CC(Nc(c1C2=O)c3c(c4c(C(=O)C(Cl)=C(C)N4)cc3)cc1)=C2Cl,359.212,0.436149872,0,0,2,0.4,2,0,0,1,3.48264,0.645279927,DECOYS
DECOYS20,C[C@@]1(c2ccccc2)NC(=O)c(c3N1)ccc(Br)c3,317.186,0.326373833,1,0.066666667,2,0.4,2,0,0,1,3.4773,0.644469731,DECOYS
DECOYS21,C[C@]1(c2ccccc2)NC(=O)c(c3N1)ccc(Br)c3,317.186,0.326373833,1,0.066666667,2,0.4,2,0,0,1,3.4773,0.644469731,DECOYS
DECOYS22,c1cc2c(C(=O)C3=C2NC(=S)N[C@H]3c4ccc(Cl)cc4)cc1,326.808,0.351507442,1,0.066666667,2,0.4,2,0,0,1,3.4664,0.642815961,DECOYS
DECOYS23,c1cc2c(C(=O)C3=C2NC(=S)N[C@@H]3c4ccc(Cl)cc4)cc1,326.808,0.351507442,1,0.066666667,2,0.4,2,0,0,1,3.4664,0.642815961,DECOYS
DECOYS24,Cc1cc2c(C(=O)c(c3N2)cc4c(C(=O)c(c5N4)ccc(C)c5)c3)cc1,340.382,0.386964063,0,0,2,0.4,2,0,0,1,3.32904,0.621975421,DECOYS
DECOYS25,Cc1cc2c(Nc(c3C2=O)cc4c(Nc(c5C4=O)ccc(C)c5)c3)cc1,340.382,0.386964063,0,0,2,0.4,2,0,0,1,3.32904,0.621975421,DECOYS
DECOYS26,c1cc2c([nH]cc2[C@H]3C(=O)NN=C(c4ccc(Br)cc4)C3)cc1,368.234,0.459716222,2,0.133333333,2,0.4,2,0,0,1,3.4563,0.641283569,DECOYS
DECOYS27,c1cc2c([nH]cc2[C@@H]3C(=O)NN=C(c4ccc(Br)cc4)C3)cc1,368.234,0.459716222,2,0.133333333,2,0.4,2,0,0,1,3.4563,0.641283569,DECOYS
DECOYS28,c1cc([C@H]2NC(=S)NC3=C2c4c(cccc4)C3=O)c(Cl)cc1,326.808,0.351507442,1,0.066666667,2,0.4,2,0,0,1,3.4664,0.642815961,DECOYS
DECOYS29,CC1(C)[C@](O)(C(=N2)C=C(c3c4c(cccc4)[nH]c3)C1)c(c25)cccc5,328.415,0.355705084,1,0.066666667,2,0.4,2,0,0,1,4.4732,0.795569716,DECOYS
DECOYS30,c1c(C(NC2=O)=C(C(=O)N3)C2=C3c4ccc(Cl)cc4)ccc(Cl)c1,357.196,0.430883882,2,0.133333333,2,0.4,2,0,0,1,3.3754,0.629009255,DECOYS
DECOYS31,c1cc2c([nH]cc2[C@@H]3C(=O)NN=C(c4ccc(Cl)cc4)C3)cc1,323.783,0.343605845,2,0.133333333,2,0.4,2,0,0,1,3.3472,0.624730693,DECOYS
DECOYS32,c1cc2c([nH]cc2[C@H]3C(=O)NN=C(c4ccc(Cl)cc4)C3)cc1,323.783,0.343605845,2,0.133333333,2,0.4,2,0,0,1,3.3472,0.624730693,DECOYS
DECOYS33,c1cc2c([nH]c3c2CC\C(=C/Nc4ccc(F)cc4)\C3=O)cc1,306.34,0.298043016,2,0.133333333,2,0.4,2,0,0,1,3.95,0.716188742,DECOYS
DECOYS34,c1cc(C2=C(N)C(=O)Nc(c23)ccc(Br)c3)c(Cl)cc1,349.615,0.411081565,1,0.066666667,2,0.4,2,0,0,1,3.7113,0.67997269,DECOYS
DECOYS35,c1cc2c(c([C@@H]3NC(=S)NC4=C3C(=O)c(c45)cccc5)ccc2)cc1,342.423,0.392295355,1,0.066666667,2,0.4,2,0,0,1,3.9662,0.718646639,DECOYS
DECOYS36,c1cc2c(c([C@H]3NC(=S)NC4=C3C(=O)c(c45)cccc5)ccc2)cc1,342.423,0.392295355,1,0.066666667,2,0.4,2,0,0,1,3.9662,0.718646639,DECOYS
DECOYS37,c1cc2c(N[C@@H](c3c(F)c(F)c(F)c(F)c3F)NC2=O)cc1,314.213,0.318608065,1,0.066666667,2,0.4,2,0,0,1,3.2362,0.607889546,DECOYS
DECOYS38,c1cc2c(N[C@H](c3c(F)c(F)c(F)c(F)c3F)NC2=O)cc1,314.213,0.318608065,1,0.066666667,2,0.4,2,0,0,1,3.2362,0.607889546,DECOYS
DECOYS39,c1ccc([C@@H]2Nc(c3[C@H]([C@H]24)[C@@H](C[C@@H]45)CC5)ccc(C(N)=O)c3)cc1,318.42,0.329597162,2,0.133333333,2,0.4,2,0,0,1,4.082,0.736216052,DECOYS
DECOYS40,COc1cc2c(oc(CN(Cc3ncccc3)CCC#N)c2)cc1,321.38,0.337328973,7,0.466666667,0,0,5,0.375,0,1,3.75228,0.686190259,DECOYS
DECOYS41,COc1cc2c(oc(CN(C[C@@H]3OCCC3)Cc4cnccc4)c2)cc1,352.434,0.41844507,7,0.466666667,0,0,5,0.375,0,1,4.0176,0.726445152,DECOYS
DECOYS42,COc1cc2c(oc(CN(C[C@H]3OCCC3)Cc4cnccc4)c2)cc1,352.434,0.41844507,7,0.466666667,0,0,5,0.375,0,1,4.0176,0.726445152,DECOYS
DECOYS43,CC(c1ccc(OCC(c2c3c(cccc3)n(CCC#N)c2)=O)cc1)=O,346.386,0.4026471,7,0.466666667,0,0,5,0.375,0,1,4.01928,0.726700046,DECOYS
DECOYS44,Cn1c(CN(Cc2cc(OCCCOC)ccc2)C)nc(c13)cccc3,353.466,0.421140756,9,0.6,0,0,5,0.375,0,1,3.6206,0.666211501,DECOYS
DECOYS45,COc1cc(OCc2n(CCOc3ccccc3)c(c4n2)cccc4)ccc1,374.44,0.475926903,8,0.533333333,0,0,5,0.375,0,1,4.7029,0.83042027,DECOYS
DECOYS46,CCn1c(COc2cc(C)cc(C)c2)nc(c13)cc(C(OCC)=O)cc3,352.434,0.41844507,7,0.466666667,0,0,5,0.375,0,1,4.42874,0.788824154,DECOYS
DECOYS47,CCCOc1c(OC)cc(CN(Cc2n(C)c(c3n2)cccc3)C)cc1,353.466,0.421140756,8,0.533333333,0,0,5,0.375,0,1,4.0027,0.724184494,DECOYS
DECOYS48,CCCOc1c(OC)ccc(CN(Cc2n(C)c(c3n2)cccc3)C)c1,353.466,0.421140756,8,0.533333333,0,0,5,0.375,0,1,4.0027,0.724184494,DECOYS
DECOYS49,CCC(c1ccc(OCC(c2c3c(cccc3)n(CCC#N)c2)=O)cc1)=O,360.413,0.439287002,8,0.533333333,0,0,5,0.375,0,1,4.40938,0.785886815,DECOYS
DECOYS50,CCOCCn1c(c2cc(OC)c(OC)cc2)nc(c13)cccc3,326.396,0.350431257,7,0.466666667,0,0,5,0.375,0,1,3.757,0.686906387,DECOYS
DECOYS51,COc1ccc(OCc2n(CCOc3ccccc3)c(c4n2)cccc4)cc1,374.44,0.475926903,8,0.533333333,0,0,5,0.375,0,1,4.7029,0.83042027,DECOYS
DECOYS52,CCOC(OCC)Cn1c(COc2ccccc2)nc(c13)cccc3,340.423,0.387071159,9,0.6,0,0,5,0.375,0,1,4.0144,0.725959642,DECOYS
DECOYS53,Cn1c(CN(Cc2cc(OC)c(OCC=C)cc2)C)nc(c13)cccc3,351.45,0.415874766,8,0.533333333,0,0,5,0.375,0,1,3.7787,0.690198756,DECOYS
DECOYS54,Cn1c(CN(Cc2ccc(OC[C@@H]3OCCC3)cc2)C)nc(c14)cccc4,365.477,0.452514667,7,0.466666667,0,0,5,0.375,0,1,3.7631,0.687831892,DECOYS
DECOYS55,Cn1c(CN(Cc2ccc(OC[C@H]3OCCC3)cc2)C)nc(c14)cccc4,365.477,0.452514667,7,0.466666667,0,0,5,0.375,0,1,3.7631,0.687831892,DECOYS
DECOYS56,CCCN(C(c1ccc(OCc2nc(n3c2)ccc(C)c3)cc1)=O)CC#N,362.433,0.44456344,8,0.533333333,0,0,5,0.375,0,1,3.5975,0.662706721,DECOYS
DECOYS57,CCCN(Cc1ccc(OCc2nc(n3c2)c(C)ccc3)cc1)CC#N,348.45,0.408038471,8,0.533333333,0,0,5,0.375,0,1,3.9573,0.717296313,DECOYS
DECOYS58,CC(Oc1c(OC)cccc1CN(Cc2n(C)c(c3n2)cccc3)C)C,353.466,0.421140756,7,0.466666667,0,0,5,0.375,0,1,4.0011,0.723941739,DECOYS
DECOYS59,COc1ccc(SCC(c2c3c(cccc3)n(CCC#N)c2)=O)cc1,350.443,0.413244383,7,0.466666667,0,0,5,0.375,0,1,4.53858,0.805489304,DECOYS
DECOYS60,Cc1c(C)cc2c(ncn2C[C@@H](OC(C)=O)COc3ccccc3)c1,338.407,0.381805169,7,0.466666667,0,0,5,0.375,0,1,3.66384,0.672771962,DECOYS
DECOYS61,Cc1c(C)cc2c(ncn2C[C@H](OC(C)=O)COc3ccccc3)c1,338.407,0.381805169,7,0.466666667,0,0,5,0.375,0,1,3.66384,0.672771962,DECOYS
DECOYS62,CCOc1c(OC)ccc(CN(Cc2n(C)c(c3n2)cccc3)C)c1,339.439,0.384500854,7,0.466666667,0,0,5,0.375,0,1,3.6126,0.664997724,DECOYS
DECOYS63,COC[C@H]1c2c(cn(CC3CCCC3)n2)CN(Cc4ccc(OC)cc4)C1,369.509,0.463046647,7,0.466666667,0,0,5,0.375,0,1,3.8277,0.697633136,DECOYS
DECOYS64,COC[C@@H]1c2c(cn(CC3CCCC3)n2)CN(Cc4ccc(OC)cc4)C1,369.509,0.463046647,7,0.466666667,0,0,5,0.375,0,1,3.8277,0.697633136,DECOYS
DECOYS65,CCOC(OCC)Cn1c(c2ccc(OC)cc2)nc(c13)cccc3,340.423,0.387071159,8,0.533333333,0,0,5,0.375,0,1,4.111,0.740615992,DECOYS
DECOYS66,Cc1cc(OC[C@H](OC(C)=O)Cn2c3c(cccc3)nc2C)ccc1,338.407,0.381805169,7,0.466666667,0,0,5,0.375,0,1,3.66384,0.672771962,DECOYS
DECOYS67,Cc1cc(OC[C@@H](OC(C)=O)Cn2c3c(cccc3)nc2C)ccc1,338.407,0.381805169,7,0.466666667,0,0,5,0.375,0,1,3.66384,0.672771962,DECOYS
DECOYS68,CC(Oc1c(OC)cc(CN(Cc2n(C)c(c3n2)cccc3)C)cc1)C,353.466,0.421140756,7,0.466666667,0,0,5,0.375,0,1,4.0011,0.723941739,DECOYS
DECOYS69,CC(OC(N1CCC(CCOc2oc(c3n2)cccc3)CC1)=O)(C)C,346.427,0.402754196,7,0.466666667,0,0,5,0.375,0,1,4.2438,0.760764679,DECOYS
DECOYS70,CC(OC(N1C[C@@H](CCCOc2oc(c3n2)cccc3)CCC1)=O)(C)C,360.454,0.439394098,8,0.533333333,0,0,5,0.375,0,1,4.6339,0.819951449,DECOYS
DECOYS71,CC(OC(N1CCC(CCCOc2oc(c3n2)cccc3)CC1)=O)(C)C,360.454,0.439394098,8,0.533333333,0,0,5,0.375,0,1,4.6339,0.819951449,DECOYS
DECOYS72,CC(OC(N1C[C@H](CCOc2oc(c3n2)cccc3)CCC1)=O)(C)C,346.427,0.402754196,7,0.466666667,0,0,5,0.375,0,1,4.2438,0.760764679,DECOYS
DECOYS73,CC(OC(N1C[C@H](CCCOc2oc(c3n2)cccc3)CCC1)=O)(C)C,360.454,0.439394098,8,0.533333333,0,0,5,0.375,0,1,4.6339,0.819951449,DECOYS
DECOYS74,CC(OC(N1C[C@@H](CCOc2oc(c3n2)cccc3)CCC1)=O)(C)C,346.427,0.402754196,7,0.466666667,0,0,5,0.375,0,1,4.2438,0.760764679,DECOYS
DECOYS75,COc1cc(OCCn2c3c(cccc3)c(C(c4occc4)=O)c2)ccc1,361.397,0.441857306,7,0.466666667,0,0,5,0.375,0,1,4.5529,0.807661963,DECOYS
DECOYS76,CC(OC(N1[C@H](CCCOc2oc(c3n2)cccc3)CCCC1)=O)(C)C,360.454,0.439394098,8,0.533333333,0,0,5,0.375,0,1,4.7764,0.84157184,DECOYS
DECOYS77,CC(OC(N1[C@@H](CCCOc2oc(c3n2)cccc3)CCCC1)=O)(C)C,360.454,0.439394098,8,0.533333333,0,0,5,0.375,0,1,4.7764,0.84157184,DECOYS
DECOYS78,Cc1cc(OCCCCC([C@@H](c2n(C)c(c3n2)cccc3)C#N)=O)ccc1,361.445,0.441982687,8,0.533333333,0,0,5,0.375,0,1,4.3073,0.770399029,DECOYS
DECOYS79,Cc1nc(\C(\C#N)=C\c2ccc(C#N)cc2)sc1,251.314,0.154309701,2,0.133333333,0,0,4,0.25,0,1,3.38738,0.630826885,DECOYS
DECOYS80,c1cc2c(sc(\C(\C#N)=C/c3cscc3)n2)cc1,268.366,0.198851199,2,0.133333333,0,0,4,0.25,0,1,4.42198,0.787798513,DECOYS
DECOYS81,c1cc2c(sc(\C(\C#N)=C\c3sccc3)n2)cc1,268.366,0.198851199,2,0.133333333,0,0,4,0.25,0,1,4.42198,0.787798513,DECOYS
DECOYS82,c1cc2c(sc(\C(\C#N)=C\c3cscc3)n2)cc1,268.366,0.198851199,2,0.133333333,0,0,4,0.25,0,1,4.42198,0.787798513,DECOYS
DECOYS83,c1c(\C=C(\c2scc(C3CC3)n2)/C#N)coc1,242.303,0.130772084,3,0.2,0,0,4,0.25,0,1,3.67768,0.674871795,DECOYS
DECOYS84,c1c(\C=C(/c2scc(C3CC3)n2)\C#N)coc1,242.303,0.130772084,3,0.2,0,0,4,0.25,0,1,3.67768,0.674871795,DECOYS
DECOYS85,Cc1nc(\C(\C#N)=C\c2sccc2)sc1,232.333,0.104729465,2,0.133333333,0,0,4,0.25,0,1,3.5772,0.659626764,DECOYS
DECOYS86,Cc1nc(\C(\C#N)=C\c2cscc2)sc1,232.333,0.104729465,2,0.133333333,0,0,4,0.25,0,1,3.5772,0.659626764,DECOYS
DECOYS87,Cc1nc(\C(\C#N)=C/c2sccc2)sc1,232.333,0.104729465,2,0.133333333,0,0,4,0.25,0,1,3.5772,0.659626764,DECOYS
DECOYS88,c1coc(c2scc(c3sccc3)n2)c1,233.317,0.10729977,2,0.133333333,0,0,4,0.25,0,1,4.1316,0.743741466,DECOYS
DECOYS89,Cc1scc(c2sc(C(Cl)=O)cc2)n1,243.74,0.134525669,2,0.133333333,0,0,4,0.25,0,1,3.55902,0.656868457,DECOYS
DECOYS90,Cc1sc(\C=C(\c2scc(C)n2)/C#N)cc1,246.36,0.141369366,2,0.133333333,0,0,4,0.25,0,1,3.88562,0.706420877,DECOYS
DECOYS91,c1coc(\C=C(\c2scc(C3CC3)n2)/C#N)c1,242.303,0.130772084,3,0.2,0,0,4,0.25,0,1,3.67768,0.674871795,DECOYS
DECOYS92,Cc1oc(\C=C(\c2scc(C3CC3)n2)/C#N)cc1,256.33,0.167411985,3,0.2,0,0,4,0.25,0,1,3.9861,0.721665908,DECOYS
DECOYS93,Cc1nc(\C(\C#N)=C\c2ccc(SC)cc2)sc1,272.398,0.209383179,3,0.2,0,0,4,0.25,0,1,4.2376,0.759824002,DECOYS
DECOYS94,CSc1cc(c2nccc(SC)c2)ncc1,248.376,0.146635356,3,0.2,0,0,4,0.25,0,1,3.5874,0.661174329,DECOYS
DECOYS95,CC(c1sc(\C(\C#N)=C\c2ccncc2)cc1)=O,254.314,0.162145995,3,0.2,0,0,4,0.25,0,1,3.40988,0.634240631,DECOYS
DECOYS96,Cc1nc(\C(\C#N)=C\C=C\c2occc2)sc1,242.303,0.130772084,3,0.2,0,0,4,0.25,0,1,3.6649,0.672932787,DECOYS
DECOYS97,c1ccc(c2sc(c3oncc3)cn2)cc1,228.276,0.094132183,2,0.133333333,0,0,4,0.25,0,1,3.4651,0.642618723,DECOYS
DECOYS98,c1cc2c(nc(SCc3ccc(C#N)cc3)cn2)cc1,277.352,0.222323514,3,0.2,0,0,4,0.25,0,1,3.79378,0.692486724,DECOYS
DECOYS99,c1cc2c(sc(\C(\C#N)=C\c3ccc(C#N)cc3)n2)cc1,287.347,0.248431435,2,0.133333333,0,0,4,0.25,0,1,4.23216,0.758998635,DECOYS
DECOYS100,CSc1nc(C2CC2)cc(c3sccc3)c1C#N,272.398,0.209383179,3,0.2,0,0,4,0.25,0,1,4.28108,0.766420877,DECOYS
DECOYS101,Cc1oc(\C=C(\c2scc(C)n2)/C#N)cc1,230.292,0.099398173,2,0.133333333,0,0,4,0.25,0,1,3.41712,0.635339099,DECOYS
DECOYS102,Cc1nc(\C(\C#N)=C\C(\C)=C\c2occc2)sc1,256.33,0.167411985,3,0.2,0,0,4,0.25,0,1,4.055,0.732119557,DECOYS
DECOYS103,Cc1nc(SCc2c(C#N)cccc2)c(C#N)cc1,265.341,0.190949602,3,0.2,0,0,4,0.25,0,1,3.42568,0.636637839,DECOYS
DECOYS104,Cc1nc(SCc2ccc(C#N)cc2)c(C#N)cc1,265.341,0.190949602,3,0.2,0,0,4,0.25,0,1,3.42568,0.636637839,DECOYS
DECOYS105,c1ccc(SC(c2cc3c(ncs3)cc2)=O)cc1,271.366,0.206687494,3,0.2,0,0,4,0.25,0,1,4.2288,0.758488848,DECOYS
DECOYS106,CSc1nc(c2sccc2)ccc1C#N,232.333,0.104729465,2,0.133333333,0,0,4,0.25,0,1,3.40368,0.633299954,DECOYS
DECOYS107,c1cc2c(sc(c3sc(C(Cl)=O)cc3)n2)cc1,279.773,0.228647403,2,0.133333333,0,0,4,0.25,0,1,4.4038,0.785040206,DECOYS
DECOYS108,Cc1nc(SCC#N)c(C#N)c(c2ccccc2)c1,265.341,0.190949602,3,0.2,0,0,4,0.25,0,1,3.54438,0.654647246,DECOYS
DECOYS109,c1c(c2sc(c3oncc3)cn2)ccc(Cl)c1,262.721,0.184105905,2,0.133333333,0,0,4,0.25,0,1,4.1185,0.741753907,DECOYS
DECOYS110,CCc1sc(c2n1)cc3c(sc(CC)n3)c2,248.376,0.146635356,2,0.133333333,0,0,4,0.25,0,1,4.0308,0.728447883,DECOYS
DECOYS111,c1ccc(c2nnsc2Sc3ccccc3)cc1,270.382,0.204117189,3,0.2,0,0,4,0.25,0,1,4.3563,0.777833409,DECOYS
DECOYS112,c1csc(\C=C(\c2sc3c(CCCC3)n2)/C#N)c1,272.398,0.209383179,2,0.133333333,0,0,4,0.25,0,1,4.14758,0.746165984,DECOYS
DECOYS113,CSc1nc(c2ccccc2)nc(c3ccccc3)n1,279.368,0.227589504,3,0.2,0,0,4,0.25,0,1,3.9275,0.712774996,DECOYS
DECOYS114,CCSc1nc(c2sccc2)ccc1C#N,246.36,0.141369366,3,0.2,0,0,4,0.25,0,1,3.79378,0.692486724,DECOYS
DECOYS115,CSc1nc(C(F)(F)F)cc(c2sccc2)n1,276.308,0.219596483,3,0.2,0,0,4,0.25,0,1,3.9458,0.71555151,DECOYS
DECOYS116,Cc1c([C@H]2C(C#N)=C(C)N=C(C)C2C#N)scc1,255.346,0.164841681,1,0.066666667,0,0,4,0.25,0,1,3.55198,0.655800334,DECOYS
DECOYS117,Cc1c(C#N)c(SCc2ccc(C#N)cc2)nc(C)c1,279.368,0.227589504,3,0.2,0,0,4,0.25,0,1,3.7341,0.683431953,DECOYS
DECOYS118,c1ccc(CNc2nc(NCc3occc3)nc(c24)cccc4)cc1,330.391,0.36086659,6,0.4,2,0.4,5,0.375,0,1,4.447,0.791594599,DECOYS
DECOYS119,CCCNc1nc(Nc2cc(C(C)=O)ccc2)nc(c13)cccc3,320.396,0.334758668,6,0.4,2,0.4,5,0.375,0,1,4.3979,0.784145046,DECOYS
DECOYS120,CCCNc1nc(Nc2ccc(C(C)=O)cc2)nc(c13)cccc3,320.396,0.334758668,6,0.4,2,0.4,5,0.375,0,1,4.3979,0.784145046,DECOYS
DECOYS121,CCc1sc(c2c1)nc(Cc3ccccc3)nc2N[C@@H](CO)CC,341.48,0.389832147,7,0.466666667,2,0.4,5,0.375,0,1,4.0273,0.727916856,DECOYS
DECOYS122,CCc1sc(c2c1)nc(Cc3ccccc3)nc2N[C@H](CO)CC,341.48,0.389832147,7,0.466666667,2,0.4,5,0.375,0,1,4.0273,0.727916856,DECOYS
DECOYS123,CC[C@@H](Nc1nc(Cc2ccccc2)nc(c13)sc(C)c3C)CO,341.48,0.389832147,6,0.4,2,0.4,5,0.375,0,1,4.08174,0.736176604,DECOYS
DECOYS124,CC[C@H](Nc1nc(Cc2ccccc2)nc(c13)sc(C)c3C)CO,341.48,0.389832147,6,0.4,2,0.4,5,0.375,0,1,4.08174,0.736176604,DECOYS
DECOYS125,CCSCc1cc(NCc2c(c3oc(C)cc3)n[nH]c2)ncc1,328.441,0.355772998,7,0.466666667,2,0.4,5,0.375,0,1,3.75642,0.686818389,DECOYS
DECOYS126,CC[C@@H](Nc1nc(Cc2ccccc2)nc(c13)sc4c3CCC4)CO,353.491,0.421206058,6,0.4,2,0.4,5,0.375,0,1,3.9536,0.716734942,DECOYS
DECOYS127,CC[C@H](Nc1nc(Cc2ccccc2)nc(c13)sc4c3CCC4)CO,353.491,0.421206058,6,0.4,2,0.4,5,0.375,0,1,3.9536,0.716734942,DECOYS
DECOYS128,CC[C@H](Nc1nc(Cc2ccccc2)nc(c13)sc4c3CCCC4)CO,367.518,0.457845959,6,0.4,2,0.4,5,0.375,0,1,4.3437,0.775921711,DECOYS
DECOYS129,CC[C@@H](Nc1nc(Cc2ccccc2)nc(c13)sc4c3CCCC4)CO,367.518,0.457845959,6,0.4,2,0.4,5,0.375,0,1,4.3437,0.775921711,DECOYS
DECOYS130,Cc1sc(c2c1)nc(c3ccccc3)nc2NC[C@H](O)Cc4ccccc4,375.497,0.478687891,6,0.4,2,0.4,5,0.375,0,1,4.68222,0.827282658,DECOYS
DECOYS131,Cc1sc(c2c1)nc(c3ccccc3)nc2NC[C@@H](O)Cc4ccccc4,375.497,0.478687891,6,0.4,2,0.4,5,0.375,0,1,4.68222,0.827282658,DECOYS
DECOYS132,Cc1c(C(OC(C)(C)C)=O)ccc(NCc2c(c3cnccc3)n[nH]c2)c1,364.449,0.44982943,7,0.466666667,2,0.4,5,0.375,0,1,3.86562,0.703386436,DECOYS
DECOYS133,c1ccc(c2sc(c3c2)nc(c4ccccc4)nc3NCCCO)cc1,361.47,0.442047989,6,0.4,2,0.4,5,0.375,0,1,4.8196,0.848126233,DECOYS
DECOYS134,Cc1ccc(Nc2nc(NCCCOC)c(c3n2)cccc3)cc1,322.412,0.340024658,7,0.466666667,2,0.4,5,0.375,0,1,4.13022,0.743532089,DECOYS
DECOYS135,Cc1cc(Nc2nc(NCCCOC)c(c3n2)cccc3)ccc1,322.412,0.340024658,7,0.466666667,2,0.4,5,0.375,0,1,4.13022,0.743532089,DECOYS
DECOYS136,CCc1ccc(Nc2nc(NCCCOC)c(c3n2)cccc3)cc1,336.439,0.37666456,8,0.533333333,2,0.4,5,0.375,0,1,4.3842,0.782066454,DECOYS
DECOYS137,Cc1cc(Nc2nc(NCCCOC)c(c3n2)cccc3)cc(C)c1,336.439,0.37666456,7,0.466666667,2,0.4,5,0.375,0,1,4.43864,0.790326202,DECOYS
DECOYS138,c1coc(c2nc(c3nc2c4occc4)ccc(NC(NC5CC5)=S)c3)c1,376.441,0.481153712,6,0.4,2,0.4,5,0.375,0,1,4.5986,0.814595661,DECOYS
DECOYS139,CC(CC(NCCNc1nc(c2occc2)nc(c13)cccc3)=O)(C)C,352.438,0.418455519,8,0.533333333,2,0.4,5,0.375,0,1,3.8541,0.701638598,DECOYS
DECOYS140,c1ccc(Oc2ccc(CCNc3ncnc(c34)ccc(N)c4)cc2)cc1,356.429,0.428880402,6,0.4,2,0.4,5,0.375,0,1,4.6589,0.8237445,DECOYS
DECOYS141,Cc1c(C#N)c(n2c(NCCCCO)c1Cc3ccccc3)nc(c24)cccc4,384.483,0.502160205,7,0.466666667,2,0.4,5,0.375,0,1,4.4428,0.790957366,DECOYS
DECOYS142,Cc1c(Nc2nc(NCCCOC)c(c3n2)cccc3)cccc1,322.412,0.340024658,7,0.466666667,2,0.4,5,0.375,0,1,4.13022,0.743532089,DECOYS
DECOYS143,CCN(c1cc(O)c(\C=N\Nc2nc(c3c(C)c2)ccc(C)c3)cc1)CC,362.477,0.444678372,6,0.4,2,0.4,5,0.375,0,1,4.84944,0.852653619,DECOYS
DECOYS144,Cc1c(C)cc(Nc2nc(NCCCOC)c(c3n2)cccc3)cc1,336.439,0.37666456,7,0.466666667,2,0.4,5,0.375,0,1,4.43864,0.790326202,DECOYS
DECOYS145,Cc1cc(Nc2nc(NCCCOC)c(c3n2)cccc3)c(C)cc1,336.439,0.37666456,7,0.466666667,2,0.4,5,0.375,0,1,4.43864,0.790326202,DECOYS
DECOYS146,Cc1cc(C)c(Nc2nc(NCCCOC)c(c3n2)cccc3)cc1,336.439,0.37666456,7,0.466666667,2,0.4,5,0.375,0,1,4.43864,0.790326202,DECOYS
DECOYS147,Cc1c(C)c(Nc2nc(NCCCOC)c(c3n2)cccc3)ccc1,336.439,0.37666456,7,0.466666667,2,0.4,5,0.375,0,1,4.43864,0.790326202,DECOYS
DECOYS148,C[C@H](c1onc(c2ccccc2)n1)CNC(c3cc(NC(C)C)ccc3)=O,364.449,0.44982943,8,0.533333333,2,0.4,5,0.375,0,1,4.0904,0.737490517,DECOYS
DECOYS149,C[C@@H](c1onc(c2ccccc2)n1)CNC(c3cc(NC(C)C)ccc3)=O,364.449,0.44982943,8,0.533333333,2,0.4,5,0.375,0,1,4.0904,0.737490517,DECOYS
DECOYS150,CCCNc1nc(Nc2ccc(OCC)cc2)nc(c13)cccc3,322.412,0.340024658,7,0.466666667,2,0.4,5,0.375,0,1,4.594,0.813897739,DECOYS
DECOYS151,Cc1ccc(c2c3c(ncnc3NCC(NC(C)(C)C)=O)sc2)cc1,354.479,0.423786811,6,0.4,2,0.4,5,0.375,0,1,3.99332,0.722761341,DECOYS
DECOYS152,Cc1cc2c(nc(NCC(Nc3cnccc3)=O)nc2c4ccccc4)cc1,369.428,0.462835067,6,0.4,2,0.4,5,0.375,0,1,4.05082,0.731485359,DECOYS
DECOYS153,Cc1cc2c(nc(NCC(Nc3ccncc3)=O)nc2c4ccccc4)cc1,369.428,0.462835067,6,0.4,2,0.4,5,0.375,0,1,4.05082,0.731485359,DECOYS
DECOYS154,Cc1onc(c2cc(C(NCc3cc(NC(C)C)ccc3)=O)ccc2)n1,350.422,0.413189529,7,0.466666667,2,0.4,5,0.375,0,1,3.79532,0.692720376,DECOYS
DECOYS155,CCSCc1cc(NCc2c(c3ccc(OC)cc3)n[nH]c2)ncc1,354.479,0.423786811,8,0.533333333,2,0.4,5,0.375,0,1,3.8636,0.703079958,DECOYS
DECOYS156,Cc1cc2c(nc(NCC(Nc3ncccc3)=O)nc2c4ccccc4)cc1,369.428,0.462835067,6,0.4,2,0.4,5,0.375,0,1,4.05082,0.731485359,DECOYS
DECOYS157,c1ccc(C(N=C2N(N=NN2)[C@H]3c4ccc(F)cc4)=C3)cc1,293.305,0.263994316,2,0.133333333,1,0.2,5,0.375,0,1,3.4649,0.642588378,DECOYS
